"","month","day","year","turbidity","groundwaterTempMean","dissolvedOxygen","chlorophyll"
"100",1,11,2021,2.65878125,9.44924479166667,13.3552326388889,0.253690972222222
"101",1,12,2021,2.78647916666668,9.36098958333333,13.3073402777778,0.242975694444444
"102",1,13,2021,2.75897916666666,9.29583333333333,13.18590625,0.232499999999999
"103",1,14,2021,3.00449305555556,9.257890625,12.8321354166667,0.28584375
"104",1,15,2021,3.2008125,9.23197916666667,12.5637291666666,0.275951388888889
"105",1,16,2021,3.56047222222223,9.18166666666667,12.3721979166667,0.339086805555562
"106",1,17,2021,2.82264930555555,9.11109375,12.7655347222222,0.298170138888891
"107",1,18,2021,3.58524577861164,9.06502604166667,12.6181013133208,0.522172607879924
"108",1,19,2021,2.8851642208246,9.03106770833333,12.8707756813417,0.551355695317952
"109",1,20,2021,2.78389930555556,9.00266318537859,12.9654722222222,3.05495833333333
"110",1,21,2021,2.74215624999999,8.93580729166667,13.1794861111112,0.229319444444443
"111",1,22,2021,2.76081944444444,8.89356770833333,12.9466076388888,0.219385416666667
"112",1,23,2021,2.45350694444444,8.83682291666667,13.5948611111112,0.204461805555554
"113",1,24,2021,2.70733680555555,8.81890625,13.7720763888889,0.172635416666665
"114",1,25,2021,2.55856597222222,8.75828125,13.5449930555557,0.18006597222222
"115",1,26,2021,3.34874652777778,8.65166666666667,13.2626145833333,0.284489583333332
"116",1,27,2021,3.52493055555555,8.60505208333333,12.815298611111,0.317531250000001
"117",1,28,2021,2.89010427903632,8.57536784741144,13.4399424667386,0.244041711614528
"118",1,29,2021,2.82944444444445,8.5096875,13.7474201388889,0.219510416666666
"119",1,30,2021,2.9055625,8.44547120418848,13.5852708333333,0.188732638888888
"120",1,31,2021,2.64170486111111,8.42916230366492,13.5170347222223,0.198243055555555
"121",12,1,2020,12.8488819444445,12.6802678571429,11.0229722222223,3.28571527777777
"122",12,2,2020,7.16033680555555,12.5617301038062,11.8015972222221,4.32765625000001
"123",12,3,2020,5.06,12.4841077441077,12.3812385643912,5.00547853624206
"124",12,4,2020,5.54709027777779,12.4652976190476,11.6047743055556,7.11508680555556
"125",12,5,2020,14.2199479166667,12.2944776119403,11.3469166666666,10.220125
"126",12,6,2020,6.8939409722222,12.2433134328358,11.7959722222222,14.6292465277777
"127",12,7,2020,4.74863284275755,12.1601742160279,12.4138962044927,12.9327691711851
"128",12,8,2020,3.42449265220434,12.0702083333333,12.7486214135759,0.318603918824349
"129",12,9,2020,3.00326849600556,11.9708630952381,12.9596005557485,6.58248002778742
"130",12,10,2020,3.18734722222222,11.8847321428571,12.7823402777778,23.2038020833333
"131",12,11,2020,5.58451736111112,11.790505952381,12.3363506944444,1.10252777777778
"132",12,12,2020,4.20519791666666,11.7523214285714,11.8228576388889,35.2658402777778
"133",12,13,2020,4.87918402777778,11.7246130952381,11.2938993055555,32.0331145833333
"134",12,14,2020,21.8649166666667,11.6025297619048,11.7931840277778,12.9309826388889
"135",12,15,2020,9.20343055555557,11.4731845238095,12.6030069444444,141.554017361111
"136",12,16,2020,6.63084722222222,11.3903869047619,13.2630694444445,57.8323611111111
"137",12,17,2020,5.14182986111112,11.257223880597,13.4614270833334,0.554447916666671
"138",12,18,2020,4.13263194444443,11.150625,13.17034375,0.459465277777783
"139",12,19,2020,3.80052083333332,11.0450892857143,13.3142881944445,0.542993055555567
"140",12,20,2020,3.99321875,10.9708333333333,12.9296076388888,0.679729166666662
"141",12,21,2020,4.60935786185353,10.8879464285714,12.6588476223534,0.972152030544942
"142",12,22,2020,6.66777430555556,10.6997916666667,12.4767361111112,1.12927083333333
"143",12,23,2020,5.97925,10.6465178571429,12.8394027777778,1.25939930555555
"144",12,24,2020,100.847895833333,10.4897916666667,12.3131111111111,2.77233333333332
"145",12,25,2020,348.605590277778,10.3845535714286,12.1835173611111,2.6619201388889
"146",12,26,2020,116.587409722222,10.3522023809524,12.9638819444445,1.56354861111111
"147",12,27,2020,102.687319444445,10.2467261904762,13.1802465277778,2.17689930555555
"148",12,28,2020,96.5106249999996,10.1574107142857,12.7372395833334,2.67251736111111
"149",12,29,2020,117.607317581654,10.1479166666667,12.759829742877,4.06846421125783
"150",12,30,2020,149.856201388889,10.0401488095238,13.2467916666667,5.40995833333332
"151",12,31,2020,154.712166666667,10.0313392857143,12.4422916666667,6.86354166666668
"152",10,1,2020,8.66011458333335,15.6357963446475,9.34211458333331,0.79797222222222
"153",10,2,2020,6.97745833333332,15.60171875,9.41715624999998,0.706673611111109
"154",10,3,2020,5.249125,15.56421875,9.91142361111112,0.638201388888896
"155",10,4,2020,5.12461458333334,15.4703746397695,9.90106944444444,0.608513888888899
"156",10,5,2020,5.9203576388889,15.4382051282051,9.46014930555559,0.684281249999994
"157",10,6,2020,4.51357986111111,15.4620710059172,9.69750694444441,0.638538194444449
"158",10,7,2020,5.34762847222223,15.3735143769968,9.11149652777777,0.63938194444444
"159",10,8,2020,5.80897569444446,15.3046723646724,8.74693750000002,0.675968749999993
"160",10,9,2020,5.76288888888889,15.270390625,9.26647222222226,0.639815972222225
"161",10,10,2020,6.38369444444444,15.2242708333333,8.91598958333331,0.648302083333322
"162",10,11,2020,8.47257638888887,15.1986979166667,8.41919791666669,0.742874999999989
"163",10,12,2020,35.3965972222222,15.1628770949721,8.96797916666657,1.67118750000001
"164",10,13,2020,11.6867604166667,15.1014029850746,9.25828472222224,1.04626388888889
"165",10,14,2020,7.47324305555555,15.1162760416667,9.46286458333333,0.758923611111119
"166",10,15,2020,6.42184671532847,15.0766129032258,9.17583941605845,0.699817518248171
"167",10,16,2020,6.2180138888889,15.055390625,8.97848263888888,0.715656249999998
"168",10,17,2020,5.14628819444445,15.004140625,10.0286111111111,0.619388888888887
"169",10,18,2020,4.80947569444444,14.9478645833333,10.2459756944445,0.593770833333337
"170",10,19,2020,5.66095486111111,14.9020572916667,9.7623055555555,0.622180555555562
"171",10,20,2020,5.96824305555556,14.8688541666667,9.03478472222218,0.648732638888895
"172",10,21,2020,6.66370821727019,14.8493229166667,8.66284818941501,0.664651810584977
"173",10,22,2020,7.39653472222221,14.828829787234,8.4733923611111,0.687888888888909
"174",10,23,2020,7.11678819444443,14.7654861111111,8.3088854166667,0.717038194444462
"175",10,24,2020,7.2946648141716,14.78304,8.25012156998957,6.15379993053143
"176",10,25,2020,7.51472916666668,14.7865885416667,9.23050000000001,0.804291666666658
"177",10,26,2020,5.72966666666668,14.7613157894737,9.79227777777782,0.788430555555555
"178",10,27,2020,6.28937391304345,14.730182767624,9.21052869565208,0.742003478260875
"179",10,28,2020,6.23716637478109,14.715274151436,8.88639579684758,0.729015761821367
"180",10,29,2020,23.8664655172414,14.7048958333333,8.79992554858937,1.260184169279
"181",10,30,2020,10.4761423611111,14.6598177083333,9.58767708333337,0.993854166666676
"182",10,31,2020,6.49763194444447,14.6134114583333,10.60075,0.745968750000005
"183",11,1,2020,5.68916319444443,14.55015625,10.508107638889,0.673059027777797
"184",11,2,2020,4.69333333333333,14.478125,10.8981423611111,0.633493055555553
"185",11,3,2020,4.19484375,14.3894010416667,11.0334756944444,0.581069444444432
"186",11,4,2020,4.5251875,14.3066666666667,10.6538576388889,0.590034722222213
"187",11,5,2020,5.0539548611111,14.2358072916667,10.2159340277778,0.602295138888881
"188",11,6,2020,5.26203819444444,14.1747395833333,9.8548784722222,0.611788194444441
"189",11,7,2020,5.33378472222223,14.1297135416667,9.83398958333334,0.619031249999996
"190",11,8,2020,5.53024652777778,14.0565885416667,9.74496527777779,0.631749999999999
"191",11,9,2020,6.20880208333334,14.0099739583333,9.46155208333332,0.641503472222217
"192",11,10,2020,6.43029513888888,13.9754427083333,9.15038888888893,0.66460416666666
"193",11,11,2020,12.3664618055556,13.9553125,8.7429513888889,0.956434027777778
"194",11,12,2020,20.4014237031428,13.9255053191489,9.18033320711844,1.73304808784551
"195",11,13,2020,8.34628561501046,13.911015625,9.85213342599029,0.733651841556631
"196",11,14,2020,5.81272222222221,13.87140625,10.5648090277778,0.609121527777775
"197",11,15,2020,5.7574375,13.842578125,10.3527152777778,0.595541666666658
"198",11,16,2020,6.35099305555554,13.8031510416667,10.4040069444445,0.68650347222222
"199",11,17,2020,4.19015277777777,13.7504166666667,11.1550902777777,0.537826388888884
"200",11,18,2020,3.87645138888889,13.6687760416667,12.0074479166667,0.4985763888889
"201",11,19,2020,3.65853124999999,13.5635416666667,12.3729999999999,0.477034722222236
"202",11,20,2020,4.03837847222222,13.4486979166667,11.7130486111111,0.484885416666677
"203",11,21,2020,4.87946527777778,13.3707291666667,10.8346284722222,0.535197916666679
"204",11,22,2020,5.31461805555556,13.312109375,10.3334618055555,0.577940972222224
"205",11,23,2020,5.54451080550098,13.283527696793,10.4110923379174,0.574066797642431
"206",11,24,2020,3.20912847222222,13.1577286135693,11.4193715277778,0.477548611111116
"207",11,25,2020,3.27423958333332,13.026447761194,11.3699166666667,0.47558333333333
"208",11,26,2020,4.26840972222222,12.9348965517241,10.4407361111111,0.584927083333321
"209",11,27,2020,4.26663194444444,12.8934722222222,10.4162986111111,0.65728472222221
"210",11,28,2020,4.03681597222223,12.8750694444444,10.7009305555555,0.885277777777788
"211",11,29,2020,3.13110416666667,12.8084027777778,11.5589513888889,1.24195486111112
"212",11,30,2020,45.1243541666668,12.6500682593857,10.8211701388888,2.93602083333333
"213",9,1,2020,36.1347709627329,15.6861428571429,8.78717357910912,2.59588737864078
"214",9,2,2020,29.0859496901202,15.8976533333333,8.11543200874952,1.03484506015312
"215",9,3,2020,26.4203784722223,15.9075,7.84504513888887,1.0212048611111
"216",9,4,2020,25.5535868055555,15.9252083333333,7.84894097222223,1.01651041666665
"217",9,5,2020,22.7660347222222,15.9427083333333,8.3420520833333,2.19710069444444
"218",9,6,2020,22.1374027777778,15.9578645833333,8.4995173611111,1.03203819444445
"219",9,7,2020,25.8959548611111,15.9747395833333,8.27390277777777,0.926350694444442
"220",9,8,2020,26.9786284722222,15.90875,8.18169791666668,0.937475694444437
"221",9,9,2020,26.7082951388889,15.9516279069767,8.09359374999999,2.16001736111111
"222",9,10,2020,89.9508194444443,16.2473638968481,8.28202777777776,1.81460763888889
"223",9,11,2020,27.6181909722221,16.0641145833333,8.17698611111113,1.07422222222223
"224",9,12,2020,26.0001805555555,16.0495833333333,8.33373958333336,2.82027430555555
"225",9,13,2020,21.2084548611111,16.0536197916667,8.42932638888894,1.39684027777778
"226",9,14,2020,21.0887078846822,16.0642447916667,8.19913511635985,0.908669676971157
"227",9,15,2020,19.0769236111111,16.0776822916667,8.91775694444446,0.817652777777779
"228",9,16,2020,15.584594795539,16.0034324324324,9.21607462686567,0.729817843866184
"229",9,17,2020,14.9755243055555,16.10171875,8.95287152777783,0.74582986111111
"230",9,18,2020,15.0062465277778,16.0347293447293,8.75046527777775,0.776250000000002
"231",9,19,2020,12.0166215277778,15.9957738095238,9.58219444444448,1.3893611111111
"232",9,20,2020,9.29319097222223,15.9868452380952,10.2156006944444,1.40867708333332
"233",9,21,2020,10.0714311079545,16.0146478873239,10.1707208806819,1.60506036931818
"234",9,22,2020,9.38829513888888,16.04421875,10.1780486111111,0.611906250000008
"235",9,23,2020,10.6722256944445,15.9908333333333,9.68888541666668,0.633916666666676
"236",9,24,2020,12.1003020833334,15.938828125,9.29938541666673,0.6198263888889
"237",9,25,2020,12.2209375,15.8865625,9.19584374999999,0.627847222222232
"238",9,26,2020,12.92775,15.8376822916667,9.02008680555559,0.711145833333347
"239",9,27,2020,11.2064444444444,15.8415576323988,8.95777430555556,0.999812500000002
"240",9,28,2020,10.8663090277778,15.7393802816901,8.55616319444447,0.656305555555573
"241",9,29,2020,39.3699375,15.7017213114754,8.3948819444445,1.00313541666666
"242",9,30,2020,33.0435124135124,15.6716504854369,9.35561253561251,1.50699226699227
"243",8,3,2020,112.228333333333,14.8975471698113,7.91649253731344,2.29833333333333
"244",8,4,2020,59.3026337880377,14.9421614583333,8.10969930069929,3.34444405594406
"245",8,5,2020,64.9194097222223,14.9946614583333,8.2028541666666,2.39943402777778
"246",8,6,2020,71.7580694444445,15.0400520833333,8.18385763888891,2.55929861111111
"247",8,7,2020,39.2467534722222,15.0629919137466,8.24585416666668,2.74907291666667
"248",8,8,2020,31.17209375,15.0064890282132,8.19437152777773,2.25406597222223
"249",8,9,2020,114.962895833334,15.016875,8.28108680555557,1.99573611111111
"250",8,10,2020,193.047538194444,15.1891150442478,8.11743750000003,1.64242708333333
"251",8,11,2020,179.746711805556,15.2058028169014,7.98905555555554,1.60075347222222
"252",8,12,2020,171.964211805555,15.3992258064516,7.92866666666668,1.66986458333333
"253",8,13,2020,183.237954861111,15.2909459459459,8.13434722222222,1.80798958333333
"254",8,14,2020,202.869857638888,15.2716011235955,8.20800694444447,1.69058333333334
"255",8,15,2020,124.186510416666,15.5058839779006,8.29275,2.34069444444445
"256",8,16,2020,52.1944340277778,15.4401041666667,8.60305208333332,3.199875
"257",8,17,2020,68.0929305555557,15.4832291666667,8.53461111111116,2.19727777777778
"258",8,18,2020,199.161552083332,15.5405526315789,8.65398263888889,1.65283333333333
"259",8,19,2020,163.95225,15.7493235294118,8.67516319444441,1.73148611111111
"260",8,20,2020,157.185319444444,15.6662385321101,8.98173263888886,1.51854861111111
"261",8,21,2020,153.894888888888,15.7153185595568,8.61140625,1.49153125
"262",8,22,2020,191.740413194444,15.7057493188011,8.42484374999998,1.54596527777777
"263",8,23,2020,169.578607638889,15.8147008547009,8.37699652777778,1.57307638888888
"264",8,24,2020,133.291590277778,15.7958379888268,8.23912152777771,1.58498263888889
"265",8,25,2020,134.009975694445,15.6808854166667,8.19253472222221,1.81445833333334
"266",8,26,2020,132.565760416667,15.6961197916667,8.41371180555558,2.42961805555555
"267",8,27,2020,96.8627328742301,15.6898230088496,8.06526640086981,2.03768031895614
"268",8,28,2020,27.34571875,15.6927717391304,7.70247916666659,2.35587847222222
"269",8,29,2020,95.4589861111113,15.704010989011,8.17371527777776,4.31559375000001
"270",8,30,2020,32.7992326388889,15.7220775623269,8.35064583333333,2.91757986111111
"271",8,31,2020,61.2404062499999,15.6409060402685,8.63965972222226,3.14009722222223
"272",7,1,2020,131.012495655196,13.0928571428571,8.35000694444446,1.75310740354536
"273",7,2,2020,138.231569522472,13.0854494382022,8.55470138888887,1.7958356741573
"274",7,3,2020,159.153138888889,13.056015625,8.52610416666662,1.76971527777778
"275",7,4,2020,188.360822916667,13.1167447916667,8.48925000000001,1.85578472222223
"276",7,5,2020,209.346809027777,13.1773177083333,8.31625694444448,1.93209722222223
"277",7,6,2020,203.029875,13.2383854166667,8.3627222222222,2.02565625
"278",7,7,2020,187.645423611112,13.3008854166667,8.31361805555559,2.05569444444445
"279",7,8,2020,187.847631944445,13.3583202099738,8.31056249999997,2.13013541666667
"280",7,9,2020,170.061097222222,13.4146875,8.29190277777777,1.88860069444445
"281",7,10,2020,171.132201388889,13.4184821428571,8.31830555555559,1.86395138888889
"282",7,11,2020,161.013350694444,13.4852083333333,8.26564583333334,1.85495486111111
"283",7,12,2020,127.923986111111,13.6033783783784,8.54460416666663,1.79285763888889
"284",7,13,2020,200.468079861112,13.5448611111111,8.57788888888887,2.02563194444444
"285",7,14,2020,118.812302083333,13.6758409785933,8.61616666666668,1.74966666666667
"286",7,15,2020,93.1839097222221,13.8048818897638,8.73571527777777,1.72726041666667
"287",7,16,2020,100.42196875,13.8354775280899,8.41574305555554,1.72131597222222
"288",7,17,2020,126.26865625,13.98875,8.28026388888889,1.73572916666666
"289",7,18,2020,119.775326388889,13.9788888888889,8.37097916666668,1.80009722222222
"290",7,19,2020,108.806861111111,13.9987394957983,8.17072222222223,1.78570833333333
"291",7,20,2020,103.301479166667,14.1220491803279,8.02678472222221,1.89824652777778
"292",7,21,2020,96.0232152777777,14.0847400611621,8.02153472222222,1.92327083333334
"293",7,22,2020,129.284114583333,14.2385230769231,7.78295833333334,3.86123958333333
"294",7,23,2020,96.2592013888889,14.2238127090301,7.99028472222221,2.44271875
"295",7,24,2020,106.074284722222,14.3190879478827,7.88452083333328,4.06994791666666
"296",7,25,2020,62.954309027778,14.2609567901235,7.91658333333336,2.91243750000001
"297",7,26,2020,199.078416666667,14.3380654761905,8.31088888888898,2.44037152777778
"298",7,27,2020,168.699646258503,14.3849107142857,7.97449275362317,2.1768253968254
"299",7,28,2020,120.501619277108,14.5582386363636,7.5625590361446,2.12143132530121
"300",7,29,2020,179.769190972223,14.6910714285714,7.93422916666664,1.68723611111111
"301",7,30,2020,162.684027777778,14.658125,7.89407638888884,1.69956597222223
"302",7,31,2020,85.3272736077478,14.7128044280443,7.89693281402139,2.45958353510896
"303",12,1,2017,-1.15875347222222,12.0116071428571,11.1286805555555,-8.26267361111111
"304",12,2,2017,-1.42702083333333,11.9338392857143,11.67015625,-7.88701041666665
"305",12,3,2017,-1.227,11.8570238095238,11.4163541666666,-6.85561805555554
"306",12,4,2017,-1.013073957238,11.7845238095238,11.8278548895899,-4.80488257974063
"307",12,5,2017,6.90348958333334,11.7108928571429,11.2613645833334,-5.327375
"308",12,6,2017,3.59371527777778,11.6549404761905,11.0567881944444,-2.3415763888889
"309",12,7,2017,-1.59214236111111,11.5863988095238,11.8319548611111,3.53005208333335
"310",12,8,2017,-1.82601736111111,11.5161904761905,12.1335659722222,4.73753125
"311",12,9,2017,-1.87334027777777,11.4368452380952,12.4614652777779,8.96390624999998
"312",12,10,2017,-2.10383466481417,11.354880952381,12.895925668635,11.7745015630427
"313",12,11,2017,-1.92910642119444,11.2904024767802,12.8040862146386,13.0152896273013
"314",12,12,2017,-1.58093055555556,11.2004861111111,12.5051423611112,1.47268402777777
"315",12,13,2017,-2.12975,11.1113541666667,13.1448958333333,0.951420138888888
"316",12,14,2017,-2.24305661688086,10.9965972222222,13.2772907259467,0.847308093087884
"317",12,15,2017,-2.30425347222222,10.9003472222222,13.5838784722223,0.939673611111105
"318",12,16,2017,-2.2621423611111,10.7880555555556,13.2750277777778,0.809628472222219
"319",12,17,2017,-2.10602083333333,10.6758680555556,13.5874479166667,0.923937499999996
"320",12,18,2017,-1.01157291666667,10.5741666666667,12.6703229166667,1.28349652777778
"321",12,19,2017,-0.58738888888889,10.5003819444444,11.9984548611111,2.51769791666667
"322",12,20,2017,-1.00753125,10.46,11.9435694444444,4.36163888888888
"323",12,21,2017,-1.88133680555556,10.371875,12.9894409722223,6.51655555555555
"324",12,22,2017,-1.88863194444444,10.2844444444444,13.0374409722222,6.78266666666667
"325",12,23,2017,1.80515625,10.2090625,11.71928125,8.7928611111111
"326",12,24,2017,5.47791666666666,10.1501388888889,11.8995034722222,15.11025
"327",12,25,2017,-0.828458333333332,10.0990277777778,12.7416041666667,22.0206284722222
"328",12,26,2017,-1.85416319444445,10.0363888888889,13.8287083333334,24.4605069444445
"329",12,27,2017,-2.03650347222223,9.95829861111111,14.0121770833333,23.0183229166667
"330",12,28,2017,-0.519435356200528,9.8796875,12.8955382215288,23.8647826086957
"331",12,29,2017,-0.239412990621744,9.77836805555556,11.6666307745745,25.4423376172282
"332",12,30,2017,4.88930208333333,9.65625,10.8935590277778,28.46421875
"333",12,31,2017,122.818384855853,9.55826388888889,13.5141959013547,31.5194164640499
"334",3,1,2018,-0.501565972222222,7.880390625,10.9003263888888,37.6008263888889
"335",3,2,2018,0.625467715231786,7.92163009404389,11.228232615894,48.3592632450332
"336",3,4,2018,-0.788447204968943,8.01692934782609,12.1653927658019,51.5422506393862
"337",3,5,2018,-1.13596701030928,8.04424403183024,12.4038268041237,40.1323587628866
